Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
F,54,278,293,2019-01-14 06:53:00.000,2.5
M,29,207,271,2019-01-14 21:13:59.000,25.2
M,33,57,178,2019-01-15 16:15:22.000,14.2
M,24,30,266,2019-01-15 19:39:50.000,15.5
M,35,184,118,2019-01-15 14:53:34.000,18.9
M,39,277,69,2019-01-16 15:28:52.000,11.0
M,27,193,11,2019-01-16 19:32:10.000,14.6
M,30,338,302,2019-01-16 14:51:04.000,10.4
M,49,123,20,2019-01-17 15:24:17.000,7.3
F,40,41,20,2019-01-17 08:51:47.000,9.2
M,33,398,377,2019-01-17 14:07:17.000,2.8
M,43,40,151,2019-01-18 16:07:21.000,6.8
M,27,265,239,2019-01-18 08:55:50.000,19.7
M,41,142,52,2019-01-18 09:55:16.000,15.2
M,32,340,154,2019-01-19 11:00:31.000,12.9
M,50,177,67,2019-01-20 19:01:05.000,7.4
M,39,15,27,2019-01-21 16:16:05.000,5.4
M,25,40,266,2019-01-21 19:34:15.000,15.4
F,33,228,119,2019-01-21 14:54:01.000,27.2
M,30,295,185,2019-01-22 15:54:00.000,27.2
M,33,194,239,2019-01-22 08:56:38.000,3.1
M,30,456,456,2019-01-22 14:35:29.000,20.1
M,45,123,18,2019-01-23 12:45:51.000,15.1
M,29,323,341,2019-01-23 18:19:33.000,7.1
M,36,364,246,2019-01-23 10:29:08.000,28.0
M,35,70,93,2019-01-24 12:11:15.000,27.6
F,26,77,364,2019-01-24 18:00:05.000,15.7
F,26,44,127,2019-01-24 09:29:17.000,9.2
F,46,166,145,2019-01-25 13:03:47.000,19.1
M,45,53,15,2019-01-25 18:54:41.000,12.6
M,54,387,385,2019-01-26 12:24:29.000,3.5
M,52,47,60,2019-01-26 16:20:43.000,26.4
F,24,20,17,2019-01-27 15:09:04.000,5.9
M,36,209,230,2019-01-28 08:46:01.000,5.0
M,32,135,71,2019-01-28 18:04:51.000,14.6
F,30,424,420,2019-01-28 06:28:15.000,5.1
M,29,184,25,2019-01-29 07:58:26.000,25.6
F,28,151,145,2019-01-29 21:13:52.000,2.8
M,31,63,20,2019-01-29 18:10:37.000,18.7
F,25,54,54,2019-01-30 20:29:46.000,3.4
F,25,369,368,2019-01-30 07:59:12.000,2.3
M,35,157,154,2019-01-30 12:15:50.000,1.5
F,31,194,8,2019-01-31 20:48:27.000,14.7
M,40,384,366,2019-01-31 07:51:55.000,3.9
M,32,32,146,2019-01-31 13:15:49.000,10.5
F,35,201,84,2019-02-01 19:25:05.000,21.2
F,23,62,46,2019-02-02 15:04:06.000,5.7
F,24,181,181,2019-02-03 16:56:49.000,39.8
M,29,98,119,2019-02-03 13:50:40.000,22.3
M,28,262,19,2019-02-04 06:05:35.000,12.8
M,29,124,124,2019-02-04 10:08:22.000,3.3
M,32,474,47,2019-02-04 15:55:18.000,29.5
F,42,368,321,2019-02-05 14:50:20.000,16.5
F,27,143,120,2019-02-05 09:48:13.000,8.8
F,29,188,184,2019-02-05 20:53:27.000,5.8
M,58,111,159,2019-02-06 05:59:51.000,16.8
M,32,452,452,2019-02-07 12:18:01.000,35.2
M,38,223,227,2019-02-07 18:26:18.000,9.8
F,53,275,149,2019-02-07 13:55:01.000,22.6
M,28,33,300,2019-02-08 18:39:59.000,20.6
M,41,384,366,2019-02-08 07:59:46.000,3.3
M,38,41,111,2019-02-08 14:56:16.000,7.7
M,36,21,266,2019-02-09 22:16:47.000,12.7
M,33,217,216,2019-02-09 11:44:44.000,9.1
F,27,52,20,2019-02-09 10:20:52.000,13.3
M,26,208,197,2019-02-10 07:10:20.000,11.6
M,63,259,112,2019-02-10 18:51:16.000,10.7
M,54,53,176,2019-02-10 18:26:31.000,21.2
F,29,61,141,2019-02-11 18:00:40.000,6.5
M,39,301,405,2019-02-12 20:36:44.000,22.4
M,44,228,242,2019-02-12 12:39:57.000,10.8
M,44,190,327,2019-02-12 14:15:51.000,13.9
M,33,405,124,2019-02-13 23:00:46.000,26.6
F,24,18,256,2019-02-13 18:50:14.000,11.5
M,19,450,127,2019-02-14 07:49:16.000,12.2
M,50,24,56,2019-02-14 11:07:23.000,13.8
M,28,54,188,2019-02-14 21:12:22.000,13.0
M,29,248,11,2019-02-15 19:41:47.000,9.7
M,37,216,217,2019-02-15 14:48:33.000,7.7
M,35,204,202,2019-02-15 08:58:17.000,4.3
M,25,53,53,2019-02-16 09:33:28.000,45.0
M,38,70,14,2019-02-16 17:35:09.000,14.6
M,51,72,274,2019-02-17 13:15:32.000,33.9
F,24,250,194,2019-02-18 18:24:47.000,9.4
M,43,193,458,2019-02-18 06:11:47.000,7.0
F,28,39,68,2019-02-18 12:05:24.000,10.3
M,18,309,140,2019-02-19 17:55:03.000,17.1
M,23,113,460,2019-02-19 08:15:30.000,25.7
M,41,163,67,2019-02-19 22:55:30.000,12.0
F,40,39,61,2019-02-20 15:50:00.000,7.5
M,27,475,242,2019-02-20 21:12:43.000,12.3
F,38,115,254,2019-02-20 13:51:43.000,18.7
F,51,354,387,2019-02-21 09:58:51.000,47.6
M,33,36,133,2019-02-21 18:37:04.000,11.2
M,62,157,83,2019-02-21 14:34:12.000,4.5
M,63,22,153,2019-02-22 17:26:55.000,18.1
M,22,327,139,2019-02-22 22:02:48.000,22.6
M,38,217,199,2019-02-22 08:15:44.000,8.4
M,40,66,36,2019-02-23 17:07:07.000,6.3
M,26,327,327,2019-02-23 09:52:48.000,29.6
M,36,14,51,2019-02-24 16:46:14.000,11.4
M,29,108,160,2019-02-25 13:54:41.000,14.4
M,27,51,158,2019-02-25 19:37:19.000,11.8
M,37,45,305,2019-02-25 14:39:55.000,12.9
F,36,8,29,2019-02-26 16:50:05.000,9.3
M,33,121,110,2019-02-26 19:19:07.000,7.0
M,35,109,109,2019-02-26 13:31:19.000,18.7
M,20,5,231,2019-02-27 12:26:35.000,13.4
M,58,90,110,2019-02-27 10:37:14.000,8.2
F,29,98,43,2019-02-27 21:00:15.000,4.8
F,24,126,141,2019-02-28 11:23:58.000,8.3
M,34,452,258,2019-02-28 17:49:32.000,15.4
M,38,326,54,2019-02-28 18:53:32.000,16.0
F,39,273,10,2019-02-28 08:22:57.000,12.5
M,27,292,320,2019-03-01 09:37:57.000,9.3
M,33,355,331,2019-03-01 15:02:37.000,11.6
M,42,264,10,2019-03-02 12:26:05.000,12.6
M,28,477,237,2019-03-03 13:16:16.000,27.8
F,25,154,126,2019-03-04 19:31:52.000,11.7
M,48,55,48,2019-03-04 15:00:42.000,30.3
F,35,208,198,2019-03-04 07:37:29.000,11.1
F,58,415,433,2019-03-05 12:42:21.000,8.5
M,38,206,252,2019-03-05 14:47:57.000,15.9
F,37,14,221,2019-03-05 10:26:57.000,20.3
M,28,349,290,2019-03-06 09:07:13.000,6.1
M,53,314,313,2019-03-06 20:50:42.000,2.1
M,33,48,87,2019-03-06 14:01:12.000,6.4
M,30,56,128,2019-03-07 15:12:45.000,10.8
M,31,281,357,2019-03-07 11:07:22.000,12.6
M,41,278,301,2019-03-07 15:41:32.000,7.3
M,22,87,107,2019-03-08 18:51:10.000,7.4
M,39,1,1,2019-03-09 08:03:33.000,4.8
M,27,145,158,2019-03-09 18:02:03.000,3.9
M,26,374,161,2019-03-09 15:26:53.000,22.8
M,27,83,258,2019-03-10 19:44:35.000,7.6
M,30,111,128,2019-03-10 16:55:49.000,11.4
M,31,37,53,2019-03-10 21:38:31.000,5.5
M,51,270,88,2019-03-11 15:20:20.000,14.6
M,42,467,241,2019-03-12 08:48:46.000,11.0
M,28,178,116,2019-03-12 18:25:25.000,18.9
F,23,186,177,2019-03-12 14:30:24.000,7.2
M,20,340,178,2019-03-13 18:25:22.000,23.1
M,27,76,5,2019-03-13 23:01:47.000,16.1
M,34,404,25,2019-03-13 07:59:49.000,24.9
M,34,24,118,2019-03-13 12:26:21.000,8.4
M,49,17,233,2019-03-14 08:20:43.000,15.5
M,28,244,169,2019-03-14 19:31:27.000,30.1
M,43,377,319,2019-03-14 18:05:05.000,13.4
F,26,226,141,2019-03-15 12:54:00.000,12.8
M,29,43,99,2019-03-15 19:18:14.000,4.7
M,45,340,402,2019-03-15 17:32:47.000,11.7
M,38,74,170,2019-03-16 16:28:55.000,10.6
M,46,46,46,2019-03-17 16:37:17.000,7.9
M,31,11,103,2019-03-18 11:52:13.000,9.4
F,30,177,78,2019-03-19 19:19:33.000,5.1
F,30,270,269,2019-03-19 18:36:52.000,6.0
M,26,270,19,2019-03-19 09:00:38.000,8.6
M,27,211,198,2019-03-20 07:42:29.000,11.5
M,36,292,274,2019-03-20 20:02:50.000,24.9
M,45,132,38,2019-03-20 08:59:48.000,9.8
F,27,329,354,2019-03-21 10:19:30.000,9.6
M,43,403,320,2019-03-21 15:29:41.000,11.7
F,36,71,151,2019-03-21 07:12:45.000,6.5
M,42,193,248,2019-03-22 08:41:32.000,8.5
M,46,336,394,2019-03-22 15:30:47.000,10.3
M,27,320,305,2019-03-22 13:52:07.000,11.6
M,33,9,9,2019-03-23 17:00:06.000,37.6
M,44,10,71,2019-03-23 13:24:44.000,26.2
M,73,260,108,2019-03-24 20:53:17.000,4.1
M,30,318,56,2019-03-25 09:50:14.000,11.9
M,50,462,266,2019-03-25 21:11:55.000,39.6
M,39,28,19,2019-03-25 16:46:39.000,7.6
M,37,137,136,2019-03-26 19:16:14.000,3.5
M,32,52,88,2019-03-26 14:54:54.000,12.2
M,34,113,433,2019-03-26 16:04:55.000,34.9
M,27,13,308,2019-03-27 18:38:27.000,23.0
F,28,174,9,2019-03-27 19:02:15.000,16.0
M,34,112,87,2019-03-27 16:21:29.000,10.3
M,40,255,301,2019-03-28 08:06:23.000,29.6
M,41,317,371,2019-03-28 17:29:10.000,9.3
M,37,154,146,2019-03-28 18:51:25.000,3.9
M,31,167,285,2019-03-28 16:03:41.000,6.4
M,46,271,23,2019-03-29 07:23:13.000,19.0
F,34,75,169,2019-03-29 16:21:45.000,6.3
M,41,385,392,2019-03-29 18:01:58.000,5.5
M,24,321,374,2019-03-30 11:29:19.000,10.1
M,36,377,367,2019-03-31 21:32:37.000,16.8
M,27,58,145,2019-04-01 21:42:00.000,8.3
F,32,97,271,2019-04-01 17:12:47.000,60.4
M,41,305,169,2019-04-02 16:22:36.000,9.0
M,35,29,22,2019-04-03 09:19:41.000,14.0
M,36,448,20,2019-04-03 15:41:42.000,12.3
M,34,392,393,2019-04-03 10:05:57.000,9.8
M,33,103,271,2019-04-04 07:29:54.000,8.1
F,29,318,295,2019-04-04 11:30:47.000,3.7
F,37,235,236,2019-04-04 17:51:53.000,1.6
F,41,136,136,2019-04-05 22:52:19.000,2.4
F,34,301,47,2019-04-06 16:56:37.000,16.0
F,33,124,50,2019-04-06 08:36:24.000,16.2
M,22,24,154,2019-04-06 19:32:36.000,15.9
M,32,30,45,2019-04-07 18:29:05.000,10.2
M,26,64,58,2019-04-07 22:14:04.000,4.5
M,31,192,28,2019-04-07 13:30:28.000,11.1
M,32,385,349,2019-04-08 23:19:47.000,7.6
M,23,239,271,2019-04-09 18:26:56.000,19.7
M,22,75,59,2019-04-09 18:58:41.000,14.7
M,27,29,369,2019-04-09 09:32:45.000,28.3
M,27,40,184,2019-04-10 09:03:13.000,15.3
M,28,201,195,2019-04-10 18:24:05.000,7.5
M,28,295,298,2019-04-10 00:01:02.000,2.8
M,29,234,209,2019-04-11 10:47:36.000,35.0
M,33,114,266,2019-04-11 20:09:00.000,11.3
M,26,141,151,2019-04-11 09:23:35.000,6.2
M,46,280,301,2019-04-12 08:55:15.000,12.6
M,38,6,267,2019-04-12 19:24:25.000,18.4
M,30,130,231,2019-04-12 08:19:35.000,20.9
M,55,52,10,2019-04-13 12:51:58.000,7.9
M,37,402,443,2019-04-14 15:46:15.000,11.0
F,29,117,128,2019-04-15 14:32:00.000,5.0
M,27,301,295,2019-04-15 18:16:46.000,8.9
M,31,366,369,2019-04-15 17:42:15.000,2.5
M,26,456,124,2019-04-16 19:39:48.000,26.8
F,40,263,27,2019-04-16 09:13:53.000,7.7
M,57,25,113,2019-04-16 16:06:34.000,9.1
M,66,233,216,2019-04-17 20:28:55.000,37.0
M,51,480,223,2019-04-17 08:21:32.000,10.8
M,32,1,126,2019-04-18 16:02:22.000,14.9
M,23,47,70,2019-04-19 18:25:26.000,31.5
M,26,134,187,2019-04-20 19:44:51.000,19.0
M,28,106,253,2019-04-21 14:20:14.000,45.1
M,28,191,64,2019-04-22 09:11:40.000,10.0
M,26,66,144,2019-04-22 21:22:29.000,13.8
M,20,57,47,2019-04-22 07:16:12.000,5.4
M,32,18,82,2019-04-23 20:20:14.000,21.7
M,36,301,302,2019-04-23 13:45:07.000,6.5
M,25,332,63,2019-04-23 09:06:56.000,13.4
M,27,65,159,2019-04-24 10:39:31.000,24.4
F,50,128,40,2019-04-24 19:35:32.000,5.8
M,61,90,43,2019-04-24 23:34:42.000,38.1
M,32,5,115,2019-04-25 15:10:00.000,12.6
F,23,224,234,2019-04-25 08:43:40.000,3.5
M,30,213,237,2019-04-25 10:17:37.000,8.4
M,26,308,7,2019-04-26 11:38:17.000,15.6
M,40,263,176,2019-04-26 00:19:30.000,10.0
F,27,446,405,2019-04-28 12:22:31.000,14.8
M,24,116,274,2019-04-29 19:27:43.000,12.6
F,29,187,235,2019-04-29 08:52:36.000,18.1
M,44,24,404,2019-04-29 13:51:06.000,26.2
M,25,272,255,2019-04-30 07:05:35.000,8.6
M,46,305,171,2019-04-30 22:30:45.000,5.7
M,30,77,302,2019-04-30 17:45:04.000,7.2
M,48,121,31,2019-05-01 11:12:55.000,2.5
F,30,158,146,2019-05-02 10:06:21.000,10.7
M,51,49,188,2019-05-02 21:24:43.000,14.2
M,26,326,133,2019-05-02 18:50:54.000,43.1
F,26,343,430,2019-05-03 13:12:01.000,15.1
F,29,15,15,2019-05-03 07:20:24.000,15.4
M,31,473,225,2019-05-03 13:54:40.000,12.4
M,26,164,217,2019-05-04 08:39:19.000,16.7
M,31,405,323,2019-05-04 12:06:11.000,10.0
F,56,172,188,2019-05-04 09:21:09.000,11.7
F,36,87,159,2019-05-05 15:59:05.000,22.5
M,38,134,4,2019-05-06 16:40:56.000,14.5
M,33,17,15,2019-05-06 08:47:13.000,3.5
F,40,44,446,2019-05-06 18:50:45.000,34.2
M,39,1,24,2019-05-07 16:46:51.000,11.6
M,29,64,38,2019-05-07 11:30:25.000,5.1
F,23,83,288,2019-05-08 18:42:58.000,12.9
M,55,41,115,2019-05-08 15:21:09.000,8.3
F,21,208,240,2019-05-08 19:26:16.000,11.0
M,25,396,390,2019-05-09 16:58:53.000,12.1
M,27,390,370,2019-05-09 08:20:46.000,3.0
M,39,118,39,2019-05-09 14:10:21.000,7.2
M,36,237,236,2019-05-10 09:54:42.000,5.0
M,47,12,125,2019-05-11 19:02:43.000,7.7
M,32,142,142,2019-05-11 07:43:30.000,3.3
F,17,117,138,2019-05-11 12:59:13.000,17.1
M,21,452,212,2019-05-12 09:59:22.000,9.0
M,29,143,270,2019-05-12 19:36:13.000,18.9
F,24,80,48,2019-05-12 09:10:40.000,22.6
M,32,175,190,2019-05-13 22:41:19.000,34.8
M,26,4,207,2019-05-13 08:32:08.000,9.6
M,21,38,72,2019-05-13 16:00:27.000,7.7
M,35,211,473,2019-05-14 08:40:06.000,13.2
F,30,270,267,2019-05-14 19:32:58.000,15.9
F,22,54,38,2019-05-14 15:07:39.000,3.5
M,21,208,5,2019-05-15 14:51:55.000,16.6
M,32,2,35,2019-05-15 19:58:18.000,9.4
F,22,151,148,2019-05-15 07:00:24.000,3.6
M,38,35,25,2019-05-16 10:53:22.000,3.8
M,45,19,16,2019-05-16 12:58:47.000,7.0
M,30,124,48,2019-05-17 10:09:15.000,9.9
F,21,83,59,2019-05-17 14:10:09.000,10.2
M,41,396,398,2019-05-18 10:44:48.000,2.9
M,78,280,280,2019-05-18 16:58:30.000,28.3
F,29,138,163,2019-05-19 14:24:55.000,11.4
M,25,256,174,2019-05-20 21:14:24.000,5.8
M,24,340,282,2019-05-20 10:46:48.000,7.6
M,33,137,206,2019-05-20 07:57:29.000,35.4
F,46,64,36,2019-05-21 21:10:09.000,6.8
M,52,186,185,2019-05-21 07:27:35.000,5.3
F,31,198,114,2019-05-21 11:27:03.000,30.1
M,43,96,110,2019-05-22 20:47:05.000,33.9
M,30,57,38,2019-05-22 07:22:56.000,4.5
M,73,128,278,2019-05-22 12:41:21.000,17.3
M,31,31,109,2019-05-23 21:00:49.000,16.0
M,28,143,136,2019-05-23 13:37:20.000,7.4
M,54,72,177,2019-05-23 11:27:40.000,3.4
M,29,15,209,2019-05-24 16:48:00.000,21.9
M,53,120,26,2019-05-24 09:53:07.000,6.4
M,41,169,305,2019-05-24 12:59:51.000,8.9
M,31,128,134,2019-05-25 14:05:17.000,33.9
M,27,394,347,2019-05-26 08:18:05.000,9.4
F,20,51,51,2019-05-27 17:44:59.000,26.4
M,28,38,16,2019-05-27 09:04:17.000,10.7
M,34,38,85,2019-05-27 14:34:05.000,14.8
M,53,249,28,2019-05-28 15:18:42.000,5.6
M,48,128,259,2019-05-28 19:09:31.000,16.9
M,45,333,329,2019-05-28 06:39:38.000,4.9
F,29,398,427,2019-05-29 10:37:58.000,11.2
M,35,239,471,2019-05-29 20:07:38.000,7.0
M,41,169,305,2019-05-29 08:09:29.000,7.3
M,43,393,418,2019-05-30 13:56:35.000,8.7
M,32,29,172,2019-05-30 19:42:30.000,29.2
M,31,122,87,2019-05-30 18:15:40.000,8.1
F,26,184,51,2019-05-30 09:06:01.000,11.4
F,26,136,146,2019-05-31 17:19:26.000,18.2
F,36,191,66,2019-05-31 13:36:22.000,7.3
M,41,470,474,2019-06-01 16:51:54.000,4.2
F,20,212,216,2019-06-02 17:01:50.000,43.5
M,32,351,432,2019-06-02 19:22:08.000,28.8
F,31,15,207,2019-06-02 15:53:34.000,14.9
M,39,480,181,2019-06-03 20:53:45.000,31.2
M,33,39,37,2019-06-03 13:52:08.000,3.6
M,37,41,11,2019-06-03 09:04:53.000,9.9
F,30,241,155,2019-06-03 18:48:40.000,35.8
M,39,116,99,2019-06-04 19:37:50.000,6.8
F,50,452,211,2019-06-05 18:17:50.000,8.6
F,32,103,18,2019-06-05 09:41:55.000,9.4
M,55,211,468,2019-06-05 15:55:08.000,8.9
M,31,38,7,2019-06-06 15:51:18.000,3.9
F,29,12,119,2019-06-06 08:24:46.000,6.2
F,36,259,118,2019-06-07 12:39:59.000,12.7
F,53,52,3,2019-06-08 16:14:56.000,18.3
M,27,178,181,2019-06-08 14:58:05.000,7.2
F,33,276,127,2019-06-08 19:22:40.000,19.3
M,26,60,54,2019-06-09 09:37:30.000,4.9
M,35,142,15,2019-06-09 16:04:07.000,12.6
M,27,20,267,2019-06-09 19:21:02.000,10.0
F,32,88,32,2019-06-10 18:12:31.000,33.2
F,28,126,199,2019-06-11 20:26:50.000,110.1
M,63,5,1,2019-06-11 14:03:21.000,3.4
M,39,430,431,2019-06-11 06:29:35.000,1.7
F,28,41,19,2019-06-12 08:47:50.000,10.8
M,43,272,28,2019-06-12 07:25:46.000,12.5
M,43,431,408,2019-06-12 12:54:06.000,39.0
M,28,181,56,2019-06-13 10:01:24.000,11.1
M,46,389,412,2019-06-13 16:03:09.000,7.7
M,33,72,189,2019-06-13 09:42:22.000,7.1
F,25,75,191,2019-06-14 15:52:14.000,15.3
M,25,14,243,2019-06-14 09:26:01.000,23.8
M,56,475,211,2019-06-14 14:56:44.000,28.2
M,27,102,111,2019-06-15 12:52:32.000,17.4
M,45,26,12,2019-06-16 14:15:15.000,7.8
M,29,38,116,2019-06-17 19:42:20.000,23.7
M,24,256,253,2019-06-17 08:04:09.000,15.2
M,37,257,260,2019-06-17 18:26:19.000,13.6
M,29,306,309,2019-06-18 18:45:54.000,3.2
M,35,266,218,2019-06-18 07:50:04.000,25.9
M,57,38,128,2019-06-18 17:31:08.000,9.2
M,25,179,384,2019-06-19 19:33:24.000,21.1
M,57,178,53,2019-06-19 07:35:36.000,5.3
F,34,163,56,2019-06-19 16:57:49.000,12.7
M,29,23,268,2019-06-20 18:51:07.000,13.5
M,30,113,116,2019-06-20 09:56:01.000,2.2
F,31,48,256,2019-06-20 18:08:27.000,9.3
M,33,390,334,2019-06-21 08:56:48.000,7.8
M,26,217,28,2019-06-21 17:27:42.000,11.8
F,32,295,187,2019-06-21 12:08:24.000,25.8
F,29,208,206,2019-06-22 15:32:25.000,7.5
M,30,151,135,2019-06-22 12:40:05.000,11.9
M,26,47,174,2019-06-24 18:19:31.000,17.9
M,33,1,270,2019-06-24 19:20:02.000,9.9
F,44,250,250,2019-06-24 12:07:10.000,8.6
F,22,33,457,2019-06-25 16:56:01.000,22.7
M,29,182,45,2019-06-25 09:40:13.000,10.7
F,31,447,77,2019-06-25 10:00:31.000,8.1
M,23,36,79,2019-06-26 20:42:46.000,7.5
M,34,159,11,2019-06-26 09:11:15.000,13.8
F,37,271,29,2019-06-26 09:52:00.000,6.5
M,30,252,452,2019-06-27 20:28:51.000,7.1
M,27,372,167,2019-06-27 09:12:30.000,13.2
F,43,80,150,2019-06-27 11:58:47.000,20.6
F,47,151,149,2019-06-28 15:34:27.000,3.8
M,31,422,424,2019-06-28 21:24:41.000,3.8
M,60,208,198,2019-06-29 15:58:14.000,11.7
M,48,65,125,2019-06-29 15:25:31.000,19.9
F,53,293,142,2019-06-30 08:50:32.000,14.9
M,69,47,83,2019-07-01 14:15:50.000,9.9
M,29,3,465,2019-07-01 19:09:48.000,25.0
F,24,371,316,2019-07-02 16:47:38.000,12.3
M,46,316,430,2019-07-02 19:55:10.000,22.8
F,33,137,27,2019-07-02 08:39:17.000,6.7
M,26,106,291,2019-07-03 19:36:23.000,28.8
M,27,176,476,2019-07-03 10:08:20.000,25.7
M,43,228,240,2019-07-03 10:59:14.000,8.9
F,31,205,36,2019-07-03 17:14:36.000,16.1
M,28,27,232,2019-07-04 15:17:38.000,17.1
M,36,6,84,2019-07-05 10:39:44.000,18.2
M,32,138,159,2019-07-05 07:24:18.000,9.7
M,37,74,279,2019-07-05 18:18:14.000,10.7
M,43,87,48,2019-07-06 10:08:14.000,4.4
M,34,79,64,2019-07-06 15:26:48.000,6.0
M,62,276,164,2019-07-07 17:15:05.000,8.0
M,31,87,90,2019-07-08 16:28:01.000,8.6
M,41,43,219,2019-07-08 10:00:19.000,34.3
F,36,359,400,2019-07-08 05:52:22.000,4.8
M,27,366,290,2019-07-09 13:16:12.000,17.7
M,47,7,7,2019-07-10 14:25:52.000,16.1
F,43,170,212,2019-07-10 08:19:19.000,20.6
M,32,36,60,2019-07-10 20:00:53.000,9.4
M,43,14,272,2019-07-11 22:06:29.000,13.9
F,38,135,2,2019-07-11 19:12:37.000,15.7
M,35,336,393,2019-07-11 21:20:41.000,8.9
F,29,123,293,2019-07-12 12:43:36.000,23.4
M,66,67,49,2019-07-12 14:34:36.000,11.6
M,34,145,158,2019-07-13 09:41:34.000,8.1
F,28,194,12,2019-07-14 09:20:59.000,20.4
M,34,17,20,2019-07-15 20:17:35.000,5.9
M,24,182,355,2019-07-15 09:19:22.000,10.5
M,20,50,38,2019-07-15 11:24:41.000,3.3
F,31,158,181,2019-07-16 22:24:35.000,8.4
F,56,344,317,2019-07-16 06:35:46.000,10.2
M,29,460,128,2019-07-17 18:21:03.000,26.2
M,44,131,136,2019-07-17 23:08:07.000,8.6
M,47,258,38,2019-07-17 07:11:04.000,7.3
F,56,271,10,2019-07-18 16:09:30.000,6.0
M,27,456,474,2019-07-18 17:53:38.000,19.6
F,30,142,162,2019-07-18 12:29:57.000,6.7
M,30,103,103,2019-07-19 20:20:22.000,20.8
F,32,238,456,2019-07-19 07:45:11.000,11.0
F,30,404,280,2019-07-20 16:50:54.000,32.2
M,49,166,64,2019-07-20 13:01:26.000,10.8
M,24,18,194,2019-07-21 12:11:47.000,30.6
M,31,372,394,2019-07-22 23:35:35.000,8.5
M,25,54,243,2019-07-22 08:40:45.000,22.6
M,51,231,312,2019-07-23 11:23:20.000,19.1
F,34,204,203,2019-07-23 18:55:04.000,3.0
F,47,412,444,2019-07-23 15:05:03.000,8.9
M,27,53,57,2019-07-24 18:05:40.000,5.8
M,24,211,202,2019-07-24 09:23:33.000,8.3
M,66,185,187,2019-07-24 11:35:10.000,4.7
M,44,127,110,2019-07-25 19:25:43.000,9.0
M,27,367,399,2019-07-25 10:18:45.000,11.6
M,28,295,290,2019-07-26 08:39:39.000,9.1
F,31,187,60,2019-07-26 12:08:20.000,5.9
F,27,405,280,2019-07-27 15:09:55.000,58.3
M,64,168,44,2019-07-28 14:08:40.000,20.4
M,29,373,425,2019-07-29 20:14:34.000,10.6
M,30,475,451,2019-07-29 08:38:06.000,13.3
F,26,144,137,2019-07-29 12:56:59.000,5.8
M,28,8,256,2019-07-30 19:13:09.000,5.2
M,29,123,303,2019-07-30 09:01:22.000,28.8
M,34,187,172,2019-07-31 09:26:31.000,6.8
M,24,47,36,2019-07-31 13:19:50.000,9.5
M,45,470,21,2019-07-31 16:12:58.000,6.2
M,41,16,194,2019-08-01 10:34:57.000,7.2
F,32,219,211,2019-08-01 18:09:17.000,13.6
M,30,29,24,2019-08-01 09:31:02.000,11.1
F,33,134,18,2019-08-02 06:44:10.000,8.0
M,40,18,85,2019-08-02 09:47:09.000,4.3
M,27,433,436,2019-08-02 15:54:48.000,5.7
M,26,162,163,2019-08-03 20:07:31.000,4.9
M,23,211,209,2019-08-03 07:46:17.000,8.8
M,27,436,390,2019-08-03 15:07:48.000,4.2
M,27,294,58,2019-08-04 16:10:09.000,17.7
F,45,356,346,2019-08-04 12:25:44.000,6.1
M,38,374,125,2019-08-04 19:39:11.000,23.9
M,34,4,450,2019-08-05 00:25:17.000,10.1
F,27,14,163,2019-08-05 21:27:50.000,38.4
M,29,460,204,2019-08-05 14:47:15.000,13.3
M,26,54,66,2019-08-06 11:52:46.000,5.7
F,26,302,345,2019-08-06 15:31:48.000,6.1
M,23,174,474,2019-08-07 09:20:09.000,9.9
F,30,211,452,2019-08-07 22:15:46.000,5.5
F,72,361,432,2019-08-08 20:08:11.000,21.7
M,36,24,119,2019-08-08 13:39:06.000,9.1
M,29,102,105,2019-08-08 09:17:20.000,32.6
M,37,83,276,2019-08-09 12:28:45.000,10.1
F,33,40,56,2019-08-10 08:56:36.000,4.7
F,51,169,63,2019-08-10 10:02:56.000,24.4
M,30,359,356,2019-08-10 17:43:04.000,5.5
M,30,27,10,2019-08-11 15:26:19.000,14.1
M,37,317,430,2019-08-11 18:58:36.000,16.6
M,31,390,372,2019-08-11 14:30:26.000,6.0
M,20,30,35,2019-08-12 18:58:50.000,16.9
M,21,161,53,2019-08-13 19:14:41.000,242.3
M,33,1,86,2019-08-13 19:29:54.000,6.5
M,64,343,282,2019-08-13 14:42:22.000,15.2
M,55,211,246,2019-08-14 16:08:25.000,8.8
M,31,224,188,2019-08-14 19:48:26.000,20.4
F,39,15,166,2019-08-14 13:59:19.000,21.5
M,37,170,120,2019-08-15 08:57:26.000,23.6
M,44,174,183,2019-08-15 21:04:52.000,3.1
M,42,116,7,2019-08-15 18:09:07.000,13.3
M,29,131,169,2019-08-16 20:42:42.000,14.9
F,27,199,11,2019-08-16 15:59:02.000,18.8
F,21,35,96,2019-08-16 18:06:36.000,20.0
M,34,333,305,2019-08-17 17:06:31.000,8.9
M,29,385,134,2019-08-18 11:49:01.000,30.4
M,31,468,27,2019-08-19 09:33:14.000,16.5
M,30,215,471,2019-08-19 19:10:13.000,14.3
M,26,71,59,2019-08-19 14:35:05.000,3.8
F,39,173,182,2019-08-20 12:45:52.000,7.0
M,25,439,420,2019-08-20 10:26:21.000,6.0
F,30,30,47,2019-08-20 18:29:37.000,7.7
