,Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
5931,M,30,130,231,2019-04-12 08:19:35.000,20.9
5932,M,55,52,10,2019-04-13 12:51:58.000,7.9
5933,M,37,402,443,2019-04-14 15:46:15.000,11.0
5934,F,29,117,128,2019-04-15 14:32:00.000,5.0
5935,M,27,301,295,2019-04-15 18:16:46.000,8.9
5936,M,31,366,369,2019-04-15 17:42:15.000,2.5
5937,M,26,456,124,2019-04-16 19:39:48.000,26.8
5938,F,40,263,27,2019-04-16 09:13:53.000,7.7
5939,M,57,25,113,2019-04-16 16:06:34.000,9.1
5940,M,66,233,216,2019-04-17 20:28:55.000,37.0
5941,M,51,480,223,2019-04-17 08:21:32.000,10.8
5942,M,32,1,126,2019-04-18 16:02:22.000,14.9
5943,M,23,47,70,2019-04-19 18:25:26.000,31.5
5944,M,26,134,187,2019-04-20 19:44:51.000,19.0
5945,M,28,106,253,2019-04-21 14:20:14.000,45.1
5946,M,28,191,64,2019-04-22 09:11:40.000,10.0
5947,M,26,66,144,2019-04-22 21:22:29.000,13.8
5948,M,20,57,47,2019-04-22 07:16:12.000,5.4
5949,M,32,18,82,2019-04-23 20:20:14.000,21.7
5950,M,36,301,302,2019-04-23 13:45:07.000,6.5
5951,M,25,332,63,2019-04-23 09:06:56.000,13.4
5952,M,27,65,159,2019-04-24 10:39:31.000,24.4
5953,F,50,128,40,2019-04-24 19:35:32.000,5.8
5954,M,61,90,43,2019-04-24 23:34:42.000,38.1
5955,M,32,5,115,2019-04-25 15:10:00.000,12.6
5956,F,23,224,234,2019-04-25 08:43:40.000,3.5
5957,M,30,213,237,2019-04-25 10:17:37.000,8.4
5958,M,26,308,7,2019-04-26 11:38:17.000,15.6
5959,M,40,263,176,2019-04-26 00:19:30.000,10.0
5960,F,27,446,405,2019-04-28 12:22:31.000,14.8
5961,M,24,116,274,2019-04-29 19:27:43.000,12.6
5962,F,29,187,235,2019-04-29 08:52:36.000,18.1
5963,M,44,24,404,2019-04-29 13:51:06.000,26.2
5964,M,25,272,255,2019-04-30 07:05:35.000,8.6
5965,M,46,305,171,2019-04-30 22:30:45.000,5.7
5966,M,30,77,302,2019-04-30 17:45:04.000,7.2
5967,M,48,121,31,2019-05-01 11:12:55.000,2.5
5968,F,30,158,146,2019-05-02 10:06:21.000,10.7
5969,M,51,49,188,2019-05-02 21:24:43.000,14.2
5970,M,26,326,133,2019-05-02 18:50:54.000,43.1
5971,F,26,343,430,2019-05-03 13:12:01.000,15.1
5972,F,29,15,15,2019-05-03 07:20:24.000,15.4
5973,M,31,473,225,2019-05-03 13:54:40.000,12.4
5974,M,26,164,217,2019-05-04 08:39:19.000,16.7
5975,M,31,405,323,2019-05-04 12:06:11.000,10.0
5976,F,56,172,188,2019-05-04 09:21:09.000,11.7
5977,F,36,87,159,2019-05-05 15:59:05.000,22.5
5978,M,38,134,4,2019-05-06 16:40:56.000,14.5
5979,M,33,17,15,2019-05-06 08:47:13.000,3.5
5980,F,40,44,446,2019-05-06 18:50:45.000,34.2
5981,M,39,1,24,2019-05-07 16:46:51.000,11.6
5982,M,29,64,38,2019-05-07 11:30:25.000,5.1
5983,F,23,83,288,2019-05-08 18:42:58.000,12.9
5984,M,55,41,115,2019-05-08 15:21:09.000,8.3
5985,F,21,208,240,2019-05-08 19:26:16.000,11.0
5986,M,25,396,390,2019-05-09 16:58:53.000,12.1
5987,M,27,390,370,2019-05-09 08:20:46.000,3.0
5988,M,39,118,39,2019-05-09 14:10:21.000,7.2
5989,M,36,237,236,2019-05-10 09:54:42.000,5.0
5990,M,47,12,125,2019-05-11 19:02:43.000,7.7
5991,M,32,142,142,2019-05-11 07:43:30.000,3.3
5992,F,17,117,138,2019-05-11 12:59:13.000,17.1
5993,M,21,452,212,2019-05-12 09:59:22.000,9.0
5994,M,29,143,270,2019-05-12 19:36:13.000,18.9
5995,F,24,80,48,2019-05-12 09:10:40.000,22.6
5996,M,32,175,190,2019-05-13 22:41:19.000,34.8
5997,M,26,4,207,2019-05-13 08:32:08.000,9.6
5998,M,21,38,72,2019-05-13 16:00:27.000,7.7
5999,M,35,211,473,2019-05-14 08:40:06.000,13.2
6000,F,30,270,267,2019-05-14 19:32:58.000,15.9
6001,F,22,54,38,2019-05-14 15:07:39.000,3.5
6002,M,21,208,5,2019-05-15 14:51:55.000,16.6
6003,M,32,2,35,2019-05-15 19:58:18.000,9.4
6004,F,22,151,148,2019-05-15 07:00:24.000,3.6
6005,M,38,35,25,2019-05-16 10:53:22.000,3.8
6006,M,45,19,16,2019-05-16 12:58:47.000,7.0
6007,M,30,124,48,2019-05-17 10:09:15.000,9.9
6008,F,21,83,59,2019-05-17 14:10:09.000,10.2
6009,M,41,396,398,2019-05-18 10:44:48.000,2.9
6010,M,78,280,280,2019-05-18 16:58:30.000,28.3
6011,F,29,138,163,2019-05-19 14:24:55.000,11.4
6012,M,25,256,174,2019-05-20 21:14:24.000,5.8
6013,M,24,340,282,2019-05-20 10:46:48.000,7.6
6014,M,33,137,206,2019-05-20 07:57:29.000,35.4
6015,F,46,64,36,2019-05-21 21:10:09.000,6.8
6016,M,52,186,185,2019-05-21 07:27:35.000,5.3
6017,F,31,198,114,2019-05-21 11:27:03.000,30.1
6018,M,43,96,110,2019-05-22 20:47:05.000,33.9
6019,M,30,57,38,2019-05-22 07:22:56.000,4.5
6020,M,73,128,278,2019-05-22 12:41:21.000,17.3
6021,M,31,31,109,2019-05-23 21:00:49.000,16.0
6022,M,28,143,136,2019-05-23 13:37:20.000,7.4
6023,M,54,72,177,2019-05-23 11:27:40.000,3.4
6024,M,29,15,209,2019-05-24 16:48:00.000,21.9
6025,M,53,120,26,2019-05-24 09:53:07.000,6.4
6026,M,41,169,305,2019-05-24 12:59:51.000,8.9
6027,M,31,128,134,2019-05-25 14:05:17.000,33.9
6028,M,27,394,347,2019-05-26 08:18:05.000,9.4
6029,F,20,51,51,2019-05-27 17:44:59.000,26.4
6030,M,28,38,16,2019-05-27 09:04:17.000,10.7
6031,M,34,38,85,2019-05-27 14:34:05.000,14.8
6032,M,53,249,28,2019-05-28 15:18:42.000,5.6
6033,M,48,128,259,2019-05-28 19:09:31.000,16.9
6034,M,45,333,329,2019-05-28 06:39:38.000,4.9
6035,F,29,398,427,2019-05-29 10:37:58.000,11.2
6036,M,35,239,471,2019-05-29 20:07:38.000,7.0
6037,M,41,169,305,2019-05-29 08:09:29.000,7.3
6038,M,43,393,418,2019-05-30 13:56:35.000,8.7
6039,M,32,29,172,2019-05-30 19:42:30.000,29.2
6040,M,31,122,87,2019-05-30 18:15:40.000,8.1
6041,F,26,184,51,2019-05-30 09:06:01.000,11.4
6042,F,26,136,146,2019-05-31 17:19:26.000,18.2
6043,F,36,191,66,2019-05-31 13:36:22.000,7.3
6044,M,41,470,474,2019-06-01 16:51:54.000,4.2
6045,F,20,212,216,2019-06-02 17:01:50.000,43.5
6046,M,32,351,432,2019-06-02 19:22:08.000,28.8
6047,F,31,15,207,2019-06-02 15:53:34.000,14.9
6048,M,39,480,181,2019-06-03 20:53:45.000,31.2
6049,M,33,39,37,2019-06-03 13:52:08.000,3.6
6050,M,37,41,11,2019-06-03 09:04:53.000,9.9
6051,F,30,241,155,2019-06-03 18:48:40.000,35.8
6052,M,39,116,99,2019-06-04 19:37:50.000,6.8
6053,F,50,452,211,2019-06-05 18:17:50.000,8.6
6054,F,32,103,18,2019-06-05 09:41:55.000,9.4
6055,M,55,211,468,2019-06-05 15:55:08.000,8.9
6056,M,31,38,7,2019-06-06 15:51:18.000,3.9
6057,F,29,12,119,2019-06-06 08:24:46.000,6.2
6058,F,36,259,118,2019-06-07 12:39:59.000,12.7
6059,F,53,52,3,2019-06-08 16:14:56.000,18.3
6060,M,27,178,181,2019-06-08 14:58:05.000,7.2
6061,F,33,276,127,2019-06-08 19:22:40.000,19.3
6062,M,26,60,54,2019-06-09 09:37:30.000,4.9
6063,M,35,142,15,2019-06-09 16:04:07.000,12.6
6064,M,27,20,267,2019-06-09 19:21:02.000,10.0
6065,F,32,88,32,2019-06-10 18:12:31.000,33.2
6066,F,28,126,199,2019-06-11 20:26:50.000,110.1
6067,M,63,5,1,2019-06-11 14:03:21.000,3.4
6068,M,39,430,431,2019-06-11 06:29:35.000,1.7
6069,F,28,41,19,2019-06-12 08:47:50.000,10.8
6070,M,43,272,28,2019-06-12 07:25:46.000,12.5
6071,M,43,431,408,2019-06-12 12:54:06.000,39.0
6072,M,28,181,56,2019-06-13 10:01:24.000,11.1
6073,M,46,389,412,2019-06-13 16:03:09.000,7.7
6074,M,33,72,189,2019-06-13 09:42:22.000,7.1
6075,F,25,75,191,2019-06-14 15:52:14.000,15.3
6076,M,25,14,243,2019-06-14 09:26:01.000,23.8
6077,M,56,475,211,2019-06-14 14:56:44.000,28.2
6078,M,27,102,111,2019-06-15 12:52:32.000,17.4
6079,M,45,26,12,2019-06-16 14:15:15.000,7.8
6080,M,29,38,116,2019-06-17 19:42:20.000,23.7
6081,M,24,256,253,2019-06-17 08:04:09.000,15.2
6082,M,37,257,260,2019-06-17 18:26:19.000,13.6
6083,M,29,306,309,2019-06-18 18:45:54.000,3.2
6084,M,35,266,218,2019-06-18 07:50:04.000,25.9
6085,M,57,38,128,2019-06-18 17:31:08.000,9.2
6086,M,25,179,384,2019-06-19 19:33:24.000,21.1
6087,M,57,178,53,2019-06-19 07:35:36.000,5.3
6088,F,34,163,56,2019-06-19 16:57:49.000,12.7
6089,M,29,23,268,2019-06-20 18:51:07.000,13.5
6090,M,30,113,116,2019-06-20 09:56:01.000,2.2
6091,F,31,48,256,2019-06-20 18:08:27.000,9.3
6092,M,33,390,334,2019-06-21 08:56:48.000,7.8
6093,M,26,217,28,2019-06-21 17:27:42.000,11.8
6094,F,32,295,187,2019-06-21 12:08:24.000,25.8
6095,F,29,208,206,2019-06-22 15:32:25.000,7.5
6096,M,30,151,135,2019-06-22 12:40:05.000,11.9
6097,M,26,47,174,2019-06-24 18:19:31.000,17.9
6098,M,33,1,270,2019-06-24 19:20:02.000,9.9
6099,F,44,250,250,2019-06-24 12:07:10.000,8.6
6100,F,22,33,457,2019-06-25 16:56:01.000,22.7
6101,M,29,182,45,2019-06-25 09:40:13.000,10.7
6102,F,31,447,77,2019-06-25 10:00:31.000,8.1
6103,M,23,36,79,2019-06-26 20:42:46.000,7.5
6104,M,34,159,11,2019-06-26 09:11:15.000,13.8
6105,F,37,271,29,2019-06-26 09:52:00.000,6.5
6106,M,30,252,452,2019-06-27 20:28:51.000,7.1
6107,M,27,372,167,2019-06-27 09:12:30.000,13.2
6108,F,43,80,150,2019-06-27 11:58:47.000,20.6
6109,F,47,151,149,2019-06-28 15:34:27.000,3.8
6110,M,31,422,424,2019-06-28 21:24:41.000,3.8
6111,M,60,208,198,2019-06-29 15:58:14.000,11.7
6112,M,48,65,125,2019-06-29 15:25:31.000,19.9
6113,F,53,293,142,2019-06-30 08:50:32.000,14.9
6114,M,69,47,83,2019-07-01 14:15:50.000,9.9
6115,M,29,3,465,2019-07-01 19:09:48.000,25.0
6116,F,24,371,316,2019-07-02 16:47:38.000,12.3
6117,M,46,316,430,2019-07-02 19:55:10.000,22.8
6118,F,33,137,27,2019-07-02 08:39:17.000,6.7
6119,M,26,106,291,2019-07-03 19:36:23.000,28.8
6120,M,27,176,476,2019-07-03 10:08:20.000,25.7
6121,M,43,228,240,2019-07-03 10:59:14.000,8.9
6122,F,31,205,36,2019-07-03 17:14:36.000,16.1
6123,M,28,27,232,2019-07-04 15:17:38.000,17.1
6124,M,36,6,84,2019-07-05 10:39:44.000,18.2
6125,M,32,138,159,2019-07-05 07:24:18.000,9.7
6126,M,37,74,279,2019-07-05 18:18:14.000,10.7
6127,M,43,87,48,2019-07-06 10:08:14.000,4.4
6128,M,34,79,64,2019-07-06 15:26:48.000,6.0
6129,M,62,276,164,2019-07-07 17:15:05.000,8.0
6130,M,31,87,90,2019-07-08 16:28:01.000,8.6
6131,M,41,43,219,2019-07-08 10:00:19.000,34.3
6132,F,36,359,400,2019-07-08 05:52:22.000,4.8
6133,M,27,366,290,2019-07-09 13:16:12.000,17.7
6134,M,47,7,7,2019-07-10 14:25:52.000,16.1
6135,F,43,170,212,2019-07-10 08:19:19.000,20.6
6136,M,32,36,60,2019-07-10 20:00:53.000,9.4
6137,M,43,14,272,2019-07-11 22:06:29.000,13.9
6138,F,38,135,2,2019-07-11 19:12:37.000,15.7
6139,M,35,336,393,2019-07-11 21:20:41.000,8.9
6140,F,29,123,293,2019-07-12 12:43:36.000,23.4
6141,M,66,67,49,2019-07-12 14:34:36.000,11.6
6142,M,34,145,158,2019-07-13 09:41:34.000,8.1
6143,F,28,194,12,2019-07-14 09:20:59.000,20.4
6144,M,34,17,20,2019-07-15 20:17:35.000,5.9
6145,M,24,182,355,2019-07-15 09:19:22.000,10.5
6146,M,20,50,38,2019-07-15 11:24:41.000,3.3
6147,F,31,158,181,2019-07-16 22:24:35.000,8.4
6148,F,56,344,317,2019-07-16 06:35:46.000,10.2
6149,M,29,460,128,2019-07-17 18:21:03.000,26.2
6150,M,44,131,136,2019-07-17 23:08:07.000,8.6
6151,M,47,258,38,2019-07-17 07:11:04.000,7.3
6152,F,56,271,10,2019-07-18 16:09:30.000,6.0
6153,M,27,456,474,2019-07-18 17:53:38.000,19.6
6154,F,30,142,162,2019-07-18 12:29:57.000,6.7
6155,M,30,103,103,2019-07-19 20:20:22.000,20.8
6156,F,32,238,456,2019-07-19 07:45:11.000,11.0
6157,F,30,404,280,2019-07-20 16:50:54.000,32.2
6158,M,49,166,64,2019-07-20 13:01:26.000,10.8
6159,M,24,18,194,2019-07-21 12:11:47.000,30.6
6160,M,31,372,394,2019-07-22 23:35:35.000,8.5
6161,M,25,54,243,2019-07-22 08:40:45.000,22.6
6162,M,51,231,312,2019-07-23 11:23:20.000,19.1
6163,F,34,204,203,2019-07-23 18:55:04.000,3.0
6164,F,47,412,444,2019-07-23 15:05:03.000,8.9
6165,M,27,53,57,2019-07-24 18:05:40.000,5.8
6166,M,24,211,202,2019-07-24 09:23:33.000,8.3
6167,M,66,185,187,2019-07-24 11:35:10.000,4.7
6168,M,44,127,110,2019-07-25 19:25:43.000,9.0
6169,M,27,367,399,2019-07-25 10:18:45.000,11.6
6170,M,28,295,290,2019-07-26 08:39:39.000,9.1
6171,F,31,187,60,2019-07-26 12:08:20.000,5.9
6172,F,27,405,280,2019-07-27 15:09:55.000,58.3
6173,M,64,168,44,2019-07-28 14:08:40.000,20.4
6174,M,29,373,425,2019-07-29 20:14:34.000,10.6
6175,M,30,475,451,2019-07-29 08:38:06.000,13.3
6176,F,26,144,137,2019-07-29 12:56:59.000,5.8
6177,M,28,8,256,2019-07-30 19:13:09.000,5.2
6178,M,29,123,303,2019-07-30 09:01:22.000,28.8
6179,M,34,187,172,2019-07-31 09:26:31.000,6.8
6180,M,24,47,36,2019-07-31 13:19:50.000,9.5
6181,M,45,470,21,2019-07-31 16:12:58.000,6.2
6182,M,41,16,194,2019-08-01 10:34:57.000,7.2
6183,F,32,219,211,2019-08-01 18:09:17.000,13.6
6184,M,30,29,24,2019-08-01 09:31:02.000,11.1
6185,F,33,134,18,2019-08-02 06:44:10.000,8.0
6186,M,40,18,85,2019-08-02 09:47:09.000,4.3
6187,M,27,433,436,2019-08-02 15:54:48.000,5.7
6188,M,26,162,163,2019-08-03 20:07:31.000,4.9
6189,M,23,211,209,2019-08-03 07:46:17.000,8.8
6190,M,27,436,390,2019-08-03 15:07:48.000,4.2
6191,M,27,294,58,2019-08-04 16:10:09.000,17.7
6192,F,45,356,346,2019-08-04 12:25:44.000,6.1
6193,M,38,374,125,2019-08-04 19:39:11.000,23.9
6194,M,34,4,450,2019-08-05 00:25:17.000,10.1
6195,F,27,14,163,2019-08-05 21:27:50.000,38.4
6196,M,29,460,204,2019-08-05 14:47:15.000,13.3
6197,M,26,54,66,2019-08-06 11:52:46.000,5.7
6198,F,26,302,345,2019-08-06 15:31:48.000,6.1
6199,M,23,174,474,2019-08-07 09:20:09.000,9.9
6200,F,30,211,452,2019-08-07 22:15:46.000,5.5
6201,F,72,361,432,2019-08-08 20:08:11.000,21.7
6202,M,36,24,119,2019-08-08 13:39:06.000,9.1
6203,M,29,102,105,2019-08-08 09:17:20.000,32.6
6204,M,37,83,276,2019-08-09 12:28:45.000,10.1
6205,F,33,40,56,2019-08-10 08:56:36.000,4.7
6206,F,51,169,63,2019-08-10 10:02:56.000,24.4
6207,M,30,359,356,2019-08-10 17:43:04.000,5.5
6208,M,30,27,10,2019-08-11 15:26:19.000,14.1
6209,M,37,317,430,2019-08-11 18:58:36.000,16.6
6210,M,31,390,372,2019-08-11 14:30:26.000,6.0
6211,M,20,30,35,2019-08-12 18:58:50.000,16.9
6212,M,21,161,53,2019-08-13 19:14:41.000,242.3
6213,M,33,1,86,2019-08-13 19:29:54.000,6.5
6214,M,64,343,282,2019-08-13 14:42:22.000,15.2
6215,M,55,211,246,2019-08-14 16:08:25.000,8.8
6216,M,31,224,188,2019-08-14 19:48:26.000,20.4
6217,F,39,15,166,2019-08-14 13:59:19.000,21.5
6218,M,37,170,120,2019-08-15 08:57:26.000,23.6
6219,M,44,174,183,2019-08-15 21:04:52.000,3.1
6220,M,42,116,7,2019-08-15 18:09:07.000,13.3
6221,M,29,131,169,2019-08-16 20:42:42.000,14.9
6222,F,27,199,11,2019-08-16 15:59:02.000,18.8
6223,F,21,35,96,2019-08-16 18:06:36.000,20.0
6224,M,34,333,305,2019-08-17 17:06:31.000,8.9
6225,M,29,385,134,2019-08-18 11:49:01.000,30.4
6226,M,31,468,27,2019-08-19 09:33:14.000,16.5
6227,M,30,215,471,2019-08-19 19:10:13.000,14.3
6228,M,26,71,59,2019-08-19 14:35:05.000,3.8
6229,F,39,173,182,2019-08-20 12:45:52.000,7.0
6230,M,25,439,420,2019-08-20 10:26:21.000,6.0
6231,F,30,30,47,2019-08-20 18:29:37.000,7.7
6232,M,39,203,158,2019-08-21 19:44:55.000,35.3
6233,M,25,87,92,2019-08-21 14:43:47.000,11.2
6234,M,30,83,54,2019-08-21 10:30:56.000,7.3
6235,M,49,68,351,2019-08-22 19:42:36.000,17.5
6236,M,27,153,153,2019-08-22 08:16:41.000,57.4
6237,M,75,291,325,2019-08-22 21:31:58.000,7.9
6238,M,20,190,300,2019-08-23 17:15:31.000,28.8
6239,M,24,30,26,2019-08-23 18:09:46.000,8.3
6240,M,32,131,66,2019-08-23 08:46:01.000,16.3
6241,F,29,46,57,2019-08-24 18:10:31.000,4.6
6242,M,22,194,195,2019-08-25 15:14:08.000,3.2
6243,F,26,14,305,2019-08-26 17:48:35.000,16.1
6244,F,26,394,423,2019-08-26 21:26:36.000,3.6
6245,M,29,74,31,2019-08-26 08:33:29.000,16.4
6246,F,40,365,420,2019-08-27 07:53:25.000,8.1
6247,M,25,108,139,2019-08-27 15:46:22.000,12.6
6248,M,35,182,47,2019-08-27 18:55:34.000,10.3
6249,M,25,472,260,2019-08-27 09:19:05.000,19.6
6250,F,25,415,186,2019-08-28 19:01:24.000,32.5
6251,M,51,223,32,2019-08-28 11:47:44.000,12.3
6252,M,27,240,208,2019-08-28 13:34:47.000,15.1
6253,F,40,134,44,2019-08-29 16:43:42.000,26.5
6254,M,50,137,123,2019-08-29 08:05:38.000,4.8
6255,M,46,432,322,2019-08-29 07:00:32.000,19.4
6256,M,29,331,351,2019-08-30 15:47:06.000,3.7
6257,M,33,72,73,2019-08-30 11:10:05.000,3.3
6258,M,39,127,124,2019-08-30 07:26:28.000,5.3
6259,F,26,206,223,2019-08-31 17:48:48.000,12.1
6260,M,30,71,53,2019-09-01 19:12:26.000,5.7
6261,M,33,398,374,2019-09-01 13:48:00.000,4.6
6262,M,28,66,136,2019-09-01 07:45:23.000,8.0
6263,F,33,135,37,2019-09-02 17:56:03.000,11.7
6264,M,48,262,99,2019-09-03 14:07:12.000,10.9
6265,F,25,254,99,2019-09-03 16:58:40.000,16.6
6266,M,29,271,94,2019-09-04 17:27:21.000,23.5
6267,F,29,414,310,2019-09-04 12:41:30.000,34.8
6268,M,31,390,370,2019-09-04 21:09:52.000,19.4
6269,M,58,342,343,2019-09-05 12:19:52.000,26.7
6270,F,31,428,428,2019-09-05 18:59:59.000,11.7
6271,M,41,33,160,2019-09-05 18:08:28.000,15.3
6272,M,26,63,76,2019-09-06 19:29:31.000,13.6
6273,M,57,116,125,2019-09-07 14:17:24.000,28.4
6274,M,37,86,14,2019-09-07 09:08:19.000,12.6
6275,M,24,209,267,2019-09-07 17:51:27.000,30.7
6276,M,35,121,121,2019-09-08 15:38:17.000,39.8
6277,M,32,51,191,2019-09-08 17:09:24.000,16.9
6278,M,59,431,431,2019-09-08 12:15:05.000,35.3
6279,M,41,83,165,2019-09-09 21:20:15.000,7.2
6280,M,39,405,359,2019-09-09 15:47:57.000,7.3
6281,M,29,274,254,2019-09-09 18:17:27.000,9.3
6282,M,51,126,31,2019-09-10 15:38:43.000,8.9
6283,M,23,118,138,2019-09-10 08:55:18.000,8.1
6284,F,32,168,234,2019-09-10 11:06:33.000,18.6
6285,M,36,146,140,2019-09-11 10:17:09.000,8.0
6286,F,33,35,134,2019-09-12 16:31:31.000,11.4
6287,M,36,308,329,2019-09-12 06:49:39.000,6.2
6288,M,34,168,74,2019-09-12 14:23:42.000,10.2
6289,M,53,212,475,2019-09-13 20:13:49.000,5.5
6290,M,27,166,120,2019-09-13 09:07:27.000,18.6
6291,M,28,8,116,2019-09-13 13:56:23.000,25.2
6292,M,44,255,255,2019-09-14 06:19:41.000,11.5
6293,M,32,41,195,2019-09-15 14:47:56.000,87.5
6294,M,38,15,26,2019-09-17 16:57:47.000,12.3
6295,M,21,139,327,2019-09-17 18:29:22.000,19.4
6296,M,31,25,1,2019-09-17 12:29:45.000,4.9
6297,M,35,16,119,2019-09-18 14:18:21.000,8.8
6298,M,23,259,11,2019-09-18 09:02:52.000,6.5
6299,M,64,25,111,2019-09-18 10:48:29.000,7.6
6300,F,30,286,347,2019-09-19 23:08:09.000,13.3
6301,F,31,365,369,2019-09-19 07:44:59.000,8.5
6302,M,25,149,159,2019-09-20 16:14:14.000,3.0
6303,M,25,6,470,2019-09-20 08:36:50.000,7.5
6304,F,30,80,80,2019-09-20 13:33:52.000,216.3
6305,M,55,36,60,2019-09-21 10:02:47.000,8.2
6306,F,30,161,166,2019-09-22 22:20:59.000,7.4
6307,F,22,204,460,2019-09-23 18:47:53.000,22.1
6308,F,33,229,275,2019-09-23 19:23:48.000,40.0
6309,M,42,166,24,2019-09-23 08:19:20.000,16.6
6310,F,38,149,74,2019-09-24 16:59:54.000,11.9
6311,M,32,332,332,2019-09-24 17:49:29.000,12.7
6312,F,34,13,165,2019-09-24 12:24:41.000,18.3
6313,M,32,338,246,2019-09-25 07:55:52.000,28.7
6314,M,31,131,133,2019-09-25 22:39:35.000,4.4
6315,F,25,62,5,2019-09-26 11:05:12.000,21.1
6316,M,30,232,337,2019-09-26 18:03:54.000,26.7
6317,M,28,161,18,2019-09-26 09:50:59.000,16.5
6318,M,42,301,278,2019-09-27 14:11:17.000,7.7
6319,F,32,34,98,2019-09-27 18:52:34.000,23.0
6320,M,38,82,448,2019-09-27 17:15:07.000,4.0
6321,M,34,293,72,2019-09-28 10:34:59.000,8.4
6322,M,54,298,344,2019-09-28 14:23:11.000,25.1
6323,M,34,19,271,2019-09-30 19:33:49.000,10.1
6324,F,28,213,210,2019-09-30 18:23:24.000,7.4
6325,M,29,256,111,2019-09-30 08:10:19.000,3.9
6326,M,43,222,296,2019-10-01 16:56:01.000,31.6
6327,M,26,104,92,2019-10-01 20:56:05.000,9.1
6328,M,27,163,355,2019-10-01 08:24:58.000,15.6
6329,F,42,119,120,2019-10-02 15:40:30.000,2.8
6330,F,41,14,29,2019-10-03 14:03:44.000,13.2
6331,F,56,243,216,2019-10-04 15:53:34.000,9.8
6332,M,54,174,41,2019-10-04 18:56:17.000,8.4
6333,M,34,3,65,2019-10-04 09:25:23.000,11.1
6334,M,41,22,272,2019-10-04 21:27:08.000,30.4
6335,M,42,24,11,2019-10-05 09:55:59.000,5.2
6336,M,28,231,194,2019-10-05 17:15:28.000,10.3
6337,M,45,61,171,2019-10-06 20:47:52.000,12.3
6338,M,32,257,459,2019-10-06 09:00:21.000,20.1
6339,F,26,51,141,2019-10-06 18:51:48.000,9.8
6340,M,66,196,455,2019-10-07 13:06:08.000,15.2
6341,F,54,360,175,2019-10-07 20:47:27.000,11.4
6342,M,47,397,440,2019-10-07 10:25:23.000,10.5
6343,M,45,15,5,2019-10-08 11:46:07.000,3.7
6344,M,41,439,142,2019-10-09 19:02:18.000,31.3
6345,M,33,28,179,2019-10-09 11:49:12.000,15.4
6346,F,35,319,282,2019-10-09 09:41:44.000,6.1
6347,M,31,130,243,2019-10-10 09:41:34.000,35.8
6348,M,22,1,34,2019-10-10 16:07:10.000,8.3
6349,M,35,40,272,2019-10-10 19:05:34.000,11.8
6350,M,40,124,128,2019-10-11 10:53:12.000,4.5
6351,M,41,109,293,2019-10-12 10:50:49.000,20.2
6352,M,46,73,80,2019-10-12 19:09:42.000,2.6
6353,M,41,466,480,2019-10-12 08:31:48.000,7.3
6354,M,67,447,53,2019-10-13 19:50:26.000,2.8
6355,M,36,464,190,2019-10-14 17:57:58.000,39.0
6356,M,43,235,112,2019-10-14 11:09:51.000,30.4
6357,F,53,457,190,2019-10-14 19:44:35.000,34.0
6358,F,51,276,302,2019-10-15 15:58:12.000,13.1
6359,F,35,106,119,2019-10-15 19:45:51.000,14.1
6360,M,33,173,217,2019-10-15 13:51:51.000,19.7
6361,F,24,8,270,2019-10-16 18:23:00.000,7.9
6362,M,31,206,66,2019-10-16 18:56:28.000,27.5
6363,F,37,123,151,2019-10-16 12:59:20.000,12.6
6364,M,34,187,161,2019-10-17 17:51:53.000,14.6
6365,M,43,24,183,2019-10-17 08:43:30.000,13.6
6366,M,35,292,292,2019-10-18 14:47:14.000,3.5
6367,F,30,463,465,2019-10-18 18:39:16.000,6.2
6368,F,31,230,238,2019-10-18 11:46:48.000,5.2
6369,F,49,36,66,2019-10-19 19:20:32.000,7.5
6370,M,25,427,390,2019-10-20 14:11:21.000,12.4
6371,M,56,53,35,2019-10-21 20:45:31.000,17.1
6372,M,32,111,248,2019-10-21 09:33:00.000,9.8
6373,M,34,377,393,2019-10-21 15:15:03.000,6.3
6374,M,36,1,107,2019-10-22 19:51:52.000,22.2
6375,M,23,103,82,2019-10-22 12:06:55.000,17.8
6376,M,47,188,205,2019-10-22 14:24:28.000,14.1
6377,M,32,130,178,2019-10-23 13:49:52.000,15.3
6378,M,40,174,111,2019-10-23 05:56:28.000,3.5
6379,M,29,116,448,2019-10-23 22:14:25.000,7.4
6380,F,57,447,188,2019-10-24 13:00:18.000,26.0
6381,M,38,352,354,2019-10-24 10:30:28.000,4.1
6382,M,56,245,208,2019-10-24 08:44:19.000,14.5
6383,M,40,28,294,2019-10-25 15:23:15.000,20.9
6384,M,21,109,148,2019-10-25 19:27:25.000,20.7
6385,M,23,358,298,2019-10-26 19:53:09.000,10.6
6386,F,34,405,432,2019-10-27 09:54:47.000,11.1
6387,M,42,399,394,2019-10-28 12:03:26.000,5.3
6388,M,31,121,24,2019-10-28 07:44:45.000,5.2
6389,F,26,25,74,2019-10-28 18:49:26.000,16.5
6390,F,18,35,180,2019-10-29 13:44:55.000,17.0
6391,M,49,312,167,2019-10-29 08:38:57.000,9.2
6392,M,24,211,225,2019-10-29 10:05:24.000,2.9
6393,F,33,45,129,2019-10-30 09:57:53.000,11.2
6394,M,37,108,139,2019-10-30 08:26:16.000,33.0
